type,title,id,abstract
CompositeResource,"Variability in benthic exchange rate, depth, and residence time beneath a shallow coastal estuary",d1c980ba6dd7411db6931b8758f3abe2,"This site contains the raw field data associated with ""Variability in benthic exchange rate, depth, and residence time beneath a shallow coastal estuary"" by Christopher Russoniello, James Heiss, and Holly Michael.

Three Matlab files are included.
1) DifferentialPressure_raw.mat - Contains merged raw voltage data from the differential pressure sensors. 
Within this file:
VDRaw contains an 8 column matrix where the 8 columns represent [N/A, N/A, 1s, 1d, 2s, 2d, 3s, 3d]
VDtimeRawText contains a 1 column cell array with a string timestamp for each row of the VDRaw matrix.

2) ADCP_down_raw.mat - Contains merged raw data from the down-looking ADCP, which was used to determine water-column currents.
3) ADCP_up_raw.mat - Contains merged raw data from the up-looking ADCP, which was used to calculate wave-parameters.
Both ADCP files contain a Matlab structure, which includes merged raw data from the ADCPs in the following matrices.
Date - timestamp of measurement
Speed - velocity magnitude (m/s)
Dir - azimuthal velocity direction
Press - pressure measured at sensor head
Temper- temperature (C)
v1E - velocity along east axis (m/s) - west is negative
v2N - velocity along north axis (m/s) - south is negative
v3U - velocity along up axis (m/s) - down is negative







"
CompositeResource,Supporting Information: Estimating Discharge in Low-Order Rivers with High-Resolution Aerial Imagery,9badb941303d4813b3c398cdab038368,"Introduction 
This document provides an overview of the accompanying data files used in the production the accompanying manuscript. 
Text S1.
For each virtual gauging station, we have included:
1.	NIR orthorectified mosaics for each flight
2.	Low flow RGB orthorectified mosaic and DSMs
3.	Shapefiles of the hydraulic model domains
4.	HEC-RAS models
5.	Total station channel surveys
6.	In situ observations of wetted width and wetted widths extracted from imagery

WRR_GIS:
All of the imagery, digital surface models, and shapefiles for the hydraulic model domains (items 1-3 above) are included in the WRR_GIS folder.   To view these data, launch the included ArcMap Map Document: KingEtAl_WRR_2017.mxd.  Data reference paths are relative for inter computer fidelity.  This map document was produced with ArcMap 10.3.  The hydraulic domain shapefile data were used to produce the geometry files used in HEC-RAS with the HEC-GeoRAS toolkit.

WRR_HEC-RAS:
The HEC-RAS models (item 4 above), produced in HEC-RAS 5.0.3 are provided in the folder WRR_HEC-RAS.  The project files for each virtual gauging station are located in WRR_HEC-RAS \ VGS# \ Projects where VGS# is virtual gauging station number of interest.  These project files contain the information to run the open channel hydraulic models.  Opening these files will prompt a warning message that some files were not found.  These files were test runs that are not germane to the final results and were therefore not included in an attempt to minimize confusion.  Note that HEC-RAS models follow our local naming convention and map onto the virtual gauging station naming convention as follows: VGS1 = Kup8US, VGS2 = Kup7DS, VGS3 = Kup5uus.

WRR_GroundTruthing:
The ground truthing data (items 5 and 6 above) are included in csv files within the WRR_GroundTruthing folder.  Total station surveys are provided along with corresponding elevations extracted from the Digital Surface Models in csv files located at WRR_GroundTruthing \ ChannelSurveys \ VGS#TransectCompare.csv where VGS# is the virtual gauging station of interest.  Observed wetted width and the corresponding wetted widths extracted from the NIR mosaics are provided in the csv file: WRR_GroundTruthing \ WettedWidths \ WettedWidthComparison.csv.

"
CompositeResource,Calhoun CZO Stream Discharge/Runoff,ad719c838a7b44e8bbacb33d2c4dd95f,"Capacitance rod installed in Weir 4 stilling pool, located in watershed 4, midway between USFS road 325 (top of hillslope) and Holcombe's Branch. Measuring Discharge/Runoff via stage (5 min resolution) in stilling pool of 90 degree v-notch weir and USFS rating curve: Q = 2.48*(h(ft))^2.49; Q = discharge in cfs, h = stage in feet. Discharge data converted to L/s. Runoff data, in mm/hr, calculated by normalizing discharge to watershed 4 area (6.9 ha). Capacitance water level meter is TruTrack, WT-HR 1000, manually donwloaded every six weeks.
"
CompositeResource,"Logan River,  flow and stage at Dewitt Springs",ae1904f300d2480cb5b2bc0eaa474694,"The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method."
CompositeResource,"Logan River, flow, stage and barometric pressure at Dewitt Springs Campground",89263cd6180c49b098fb2640edd12508,"The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. The barometric pressure data was collected using an in-situ BaroTroll. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method or a Teledyne StreamPro ADCP. "
CompositeResource,"Logan River, flow and stage at Beaver Creek",13d0d069d88844fdacd4cfa76e5a7031,"This dataset contains flow and stage data for Beaver Creek, a tributary to the Logan River. The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method."
CompositeResource,"Logan River, flow and stage at Wood Camp",17c8f9b972e74a52aa581dacf974e84f,"This dataset contains stage and flow data at Wood Camp on the Logan River. The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method or using a truck with a boomed and line attached to a weight and a Marsh Mcbirney Flo-mate 2000."
CompositeResource,"Logan River, flow, stage, and barometric pressure at Right Hand Fork Creek",262416a3faac45fea19992b32cd35859,"This dataset contains flow, stage, and barometric pressure data for Right Hand Fork, a tributary to the Logan River. The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method. The barometric pressure data was collected using an in-situ BaroTroll."
CompositeResource,"Logan River, flow, stage, and barometric pressure at Temple Fork Creek",5b5fef41619a435a9b51ef04e79831a0,"The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method. The barometric pressure data was collected using an in-situ BaroTroll.
"
CompositeResource,"Logan River, flow and stage at Ricks Spring",639f159f8f4d47ffacd06e0e38913861,"This dataset contains flow and stage data for Rick's Spring, a tributary to the Logan River. The QC0 file contains the raw pressure, temperature, and depth data collected by an in-situ AquaTroll. The QC1 file contains the quality-controlled depth data and the derived stage and discharge data. The depth data is a measure of the water surface elevation relative to the AquaTroll. The derived stage data is the water surface elevation relative to a benchmark at the site. The discharge data is calculated from the stage data using the relationship established from the site rating curve. The stage-discharge relationship was developed by making measurements of flow and stage under varying flow conditions and thus establishing a relationship between water depth and flow at the site. Flow measurements were made with a YSI Flowtracker handheld ADV using the velocity area method."
CompositeResource,Application of Distributed Temperature Sensing for coupled mapping of sedimentation processes and spatio‐temporal variability of groundwater discharge in soft‐bedded streams,b0c8a3f3c8384f289eef4fda0086e6b6,"The delineation of groundwater discharge areas based on Distributed Temperature Sensing (DTS) data of the streambed can be difficult in soft‐bedded streams where sedimentation and scouring processes constantly change the position of the fibre optic cable relative to the streambed. Deposition‐induced temperature anomalies resemble the signal of groundwater discharge while scouring will cause the cable to float in the water column and measure stream water temperatures. DTS applied in a looped layout with nine fibre optic cable rows in a 70 × 5 m section of a soft‐bedded stream made it possible to detect variability in streambed temperatures between October 2011 and January 2012. Detailed monthly streambed elevation surveys were carried out to monitor the position of the fibre optic cable relative to the streambed and to quantify the effect of sedimentation processes on streambed temperatures. Based on the simultaneous interpretation of streambed temperature and elevation data, a method is proposed to delineate potential high‐groundwater discharge areas and identify deposition‐induced temperature anomalies in soft‐bedded streams. Potential high‐discharge sites were detected using as metrics the daily minimum, maximum and mean streambed temperatures as well as the daily amplitude and standard deviation of temperatures. The identified potential high‐discharge areas were mostly located near the channel banks, also showing temporal variability because of the scouring and redistribution of streambed sediments, leading to the relocation of pool‐riffle sequences. This study also shows that sediment deposits of 0.1 m thickness already resulted in an increase in daily minimum streambed temperatures and decrease in daily amplitude and standard deviation. Scouring sites showed lower daily minimum streambed temperatures and higher daily amplitude and standard deviation compared with areas without sedimentation and scouring. As a limitation of the approach, groundwater discharge occurring at depositional and scouring areas cannot be identified by the metrics applied. 

Raw project data is available by contacting ctemps@unr.edu"
CompositeResource,USGS - Harvey Gaged Streamflow Timeseries,51d1539bf6e94b15ac33f7631228118c,"This resource provides datasets for stream discharge (flow rate) in cubic feet per second, and gage height (stream depth) from 924 active USGS gages in the Hurricane Harvey impact zone across Texas, Louisiana, Mississippi and Arkansas (see shapefile for all gages). 

These data were obtained from the USGS National Water Information System (NWIS) [1] using R scripts provided here. When running these R scripts, 745 of the 924 gages had gage height values, and 577 of the 924 had discharge values. For help in using these R scripts here are some resources from USGS. I used R Studio on Windows for these retrievals. 

Formats provided:
- Shapefile and csv for gage locations, including link to USGS gage details [1]
- Tabular (csv) datasets for timeseries of water discharge (flow rate) in cubic ft/sec, and timeseries of gage height in ft. 
- R scripts to download timeseries data from NWIS

References
[1] USGS NWIS - interactive portal for stream gage site info  [https://waterdata.usgs.gov/nwis]
[2] USGS NWIS - Community home page for Geological survey R Archive Network (GRAN)  [https://owi.usgs.gov/R/]
[3]  USGS NWIS dataRetrieval R library tutorial [https://owi.usgs.gov/R/dataRetrieval.html#1]
[4]  USGS NWIS site test tool [https://waterservices.usgs.gov/rest/Site-Test-Tool.html]

"
CompositeResource,Luquillo CZO Hurricane Maria and Hurricane Irma sensor database,e049f19dc8ba46c98754711da2ab6030,"Luquillo Critical Zone Observatory sensor database 153 time series from 40 sensors at 9 sites with 5 million + time series values.

Sites with data are: 
EP1 - Observation well - East Peak 1
Bisley-Q3 - Stream gage - Bisley Quebrada 3
Icacos-Pulse-RI -Stream gage - Icacos Pulse Installation
Prieta -  Stream gage - Prieta
QS-Quebrada_Sonadora - Stream gage - Quebrada Sonadora
RESSH -  Stream gage - Rio Espiritu Santo Stream House
RESL - Stream gage - Rio Espritu Santo Launch
Rio_Icacos_Trib-IO - Stream gage - Rio Icacos Tributary
El-Verde-Weather - Weather station - El Verde Field Station NDAP

Many of the data values contained in this database are raw values taken directly from instruments, use with caution. "
CompositeResource,Supporting Information: Stream-centric methods for establishing groundwater contributions in karst mountain watersheds,1c6034be6886412ba59970ab1157fa7e,"This document provides an overview of the accompanying data files used in the production of the manuscript entitled ""Stream-centric methods for establishing groundwater contributions in karst mountain watersheds"". 

LR_site_Locations.xlsx:
Latitude and Longitude of sites gaged during the 2014, 2015, and 2016 sampling events.

LR_Field_Data_Summary.xlsx:
Flow and water quality data for the 2014, 2015, and 2016 sampling events.

LR_Chemistry_Summary.xlsx:
Latitude and Longitude of all springs sampled and the accompanying measured ion concentrations.

LR_Stream_Flow_Data.xlsx:
Daily averaged stream flow measurements used in the flow balance for R1, R2, R2a, and R2b.  "
CompositeResource,NSF-ARC 1204220: Kuparuk River and Imnavait Creek,713e8be6255d404980a3f67cef7337ee,Data collected in association with NSF-ARC 1204220.
CompositeResource,No Snow_No Flow; The 2015 Snow Drought in the Oregon Cascades; Raw and Modeled Hydrologic and Geomorphic Data,51bbc4e748b04656b0d61ee4187eb5bc,"Hydrologic extremes, such as drought, offer an exceptional opportunity to explore how runoff generation mechanisms and stream networks respond to changing precipitation regimes. The winter of 2014-2015 was the warmest on record in western Oregon, US, with record low snowpacks, and was followed by an anomalously warm, dry spring, resulting in historically low streamflows. But a year like 2015 is more than an outlier meteorological year. It provides a unique opportunity to test fundamental hypotheses for how montane hydrologic systems will respond to anticipated changes in amount and timing of recharge. In particular, the volcanic Cascade Mountains represent a “landscape laboratory” comprised of two distinct runoff regimes: the surface-flow dominated Western Cascade watersheds, with flashy streamflow regimes, rapid baseflow recession, and very low summer flows; and (b) the spring-fed High Cascade watersheds, with a slow-responding streamflow regime, and a long and sustained baseflow recession that maintains late summer streamflow through deep-groundwater contributions to high volume, coldwater springs.
We hypothesize that stream network response to the extremely low snowpack and subsequent recharge varies sharply in these two regions. In surface flow dominated streams, the location of channel heads can migrate downstream, contracting the network longitudinally; the wetted channel width and depth contract laterally as summer recession proceeds and flows diminish. In contrast, in spring-fed streams, channel heads “jump” to the next downstream spring when upper basin spring flow diminishes to zero. Downstream of flowing springs, wetted channel width and depth contract laterally as flows recede. 
To test these hypotheses, we conducted a field campaign to measure changing discharge, hydraulic geometry, and channel head location in both types of watersheds throughout the summer and early fall. Multiple cross-section sites were established on 6 streams representing both flow regime types on either side of the Cascade crest. In addition we took Isotopic water samples to determine recharge elevations of receding streams. Taken together these measurements reveal the processes by which drainage networks contract as flows diminish – a fundamental property of montane stream systems both now and in the future. "
CompositeResource,"Continuous In Situ Monitoring Data from the Northwest Field Canal in Logan, UT, USA",fe05a4877eba46c182ea5ddc26bb140e,"This dataset includes time series data collected at two sites during baseflow and storm event conditions in the Northwest Field Canal and six sites in stormwater outfalls that drain to the Northwest Field Canal, in Logan UT. Time series data includes gage height, pH, dissolved oxygen, water temperature, specific conductance, turbidity, precipitation, and derived discharge observations at the two sites within the canal. Additionally, water temperature, velocity, water depth, discharge, and precipitation observations are included that were made at the stormwater outfall sites. These data were collected to enable the development of surrogate relationships and high frequency estimates of phosphorus and total suspended solids concentrations within the Northwest Field Canal/Logan City water system. Methods used for deploying sensors, collecting data, and processing for quality control are described in the methods document contained within this resource."
CompositeResource,Time series layer resource created on Thu Oct 18 2018 13:18:24 GMT-0700 (Pacific Daylight Time),bda49082901544a19aaac88468017a7c,Discharge and turbidity data collected from 2018-06-06T13:00:00+00:00 to 2018-10-12T22:45:00+00:00 created on Thu Oct 18 2018 13:18:24 GMT-0700 (Pacific Daylight Time) from the following sites: USGS Gage 10163000 Provo River at Provo UT and Harbor Drive Advanced Aquatic. Data created by CUAHSI HydroClient: http://data.cuahsi.org/#.
CollectionResource,Snowmelt and runoff simulation for Dolores River watershed  in Colorado River Basin from 2009 to 2015,d578bfadb3154285b001fd8afd745188,"This resource collects all the data and code to reproduce the hydrologic modeling research, which coupled Utah Energy Balance (UEB) snowmelt model with the Sacramento Soil Moisture Accounting (SAC-SMA) run-off model to simulate the basin snowmelt process and discharge for the Dolores River watershed. This research is aimed to evaluate the UEB model performance using the Daymet input for water supply forecast in the study watershed. It is also aimed to demonstrate how to use different web based apps and software to support reproducible hydrologic modeling research. 

This resource collects 3 resources:
resource 1: includes the model input/output files for UEB model simulation which was created using the UEB web application. 
resource 2: includes the Sciunit object  to help reproduce rain plus melt input processing (based on UEB model output) and SAC-SMA model simulation process. 
resource 3: includes the observational data,  model output files, and python analysis code for model results analysis."
CompositeResource,"Daily Statistics for Discharge at USGS 09380000 Colorado River at Lee’s Ferry, AZ: Jupyter Notebook",63ef4e48947c40898c56c0e2ed9c3fc5,"This resource contains a Jupyter Notebook that uses Python to access and visualize data for the USGS flow gage on the Colorado River at Lee’s Ferry, AZ (09380000). This site monitors water quantity and quality for water released from Glen Canyon Dam that then flows through the Grand Canyon. To call these services in Python, the suds-py3 package was used. Using this package, a “GetValuesObject” request, as defined by WaterOneFlow, was passed to the server using inputs for the web service url, site code, variable code, and dates of interest. For this case, 15-minute discharge from August 1, 2018 to the current date was used. The web service returned an object from which the dates and the data values were obtained, as well as the site name. The Python libraries Pandas and Matplotlib were used to manipulate and view the results. The time series data were converted to lists and then to a Pandas series object. Using the “resample” function of Pandas, values for mean, minimum, and maximum were determined on a daily basis from the 15-minute data. Using Matplotlib, a figure object was created to which Pandas series objects were added using the Pandas plot method. The daily mean, minimum, maximum, and the 15-minute flow values were added to illustrate the differences in the daily ranges of data. "
CompositeResource,Discharge simulation for Dolores River watershed from 2009 to 2015,c93e86eda7b84221aec49c519900a2eb,"This resource stores the Sciunit object to help repeat the  model input preparation and model execution for basin discharge simulation in Dolores River watershed using  the Sacramento Soil Moisture Accounting  (SAC-SMA) runoff model. The rain plus melt input for SAC-SMA model was created from the Utah Energy Balance snowmelt model output.   

This Sciunit object is a container that enables reproduction of the modeling process without software installation. The Jupyter Notebook app in HydroShare can help execute the Sciunit object."
CompositeResource,Discharge analysis for Dolores River watershed from 2009 to 2015,d28699754b26472498f1072da7c67b63,"This resource includes the simulation and observation discharge data and corresponding data analysis code for Dolores River watershed. The observation data is from USGS gage station.  The basin discharge simulation was created by coupling Utah Energy Balance snowmelt model and Sacramento Soil Moisture Accounting (SAC-SMA) runoff model. 
This resource is aimed to demonstrate how to use the Jupyter Notebook to repeat the data analysis process. To test please use the link to access the app (https://jupyter.cuahsi.org/hub/login)"
CompositeResource,Cape Shores Porewater Data Compilation 2014-2015,440e89b8cc8c4c43bdbc6176e8f38a70,"Biogeochemical reactions within intertidal zones of coastal aquifers, induced by the mixing between fresh groundwater and saline seawater, have been shown to alter the concentrations of terrestrial solutes prior to their coastal discharge. In organic-poor sandy aquifers, the input of marine organic matter from infiltrating seawater has been attributed to active biogeochemical reactions within the sediments. However, while the seasonality of surface water organic carbon concentrations (primary production) and groundwater mixing patterns have been well-documented, there has been limited speculation on the contributions of particulate organic carbon pools within the sediments that arise from transient hydrologic conditions. To understand the relationship between physical movements of the circulation cell and the seasonal migration of geochemical patterns, beach porewater and sediment samples from six field sampling events spanning two years were analyzed. While oxygen saturation, oxygen consumption rates, and silica distributions closely followed the seasonally-dynamic salinity, other chemically-reactive parameters (pH, ORP) and nutrient characteristics (N distributions, denitrification rates, reactive organic carbon distributions) were unrelated to contemporaneous salinity patterns. Particulate organic matter was distributed in pools within the aquifer due to the filtration effect of sediments, contributing to the divergence of chemical patterns from salinity patterns via nutrient release and leaching. Together, the results present the asynchronous movement of chemical conditions to salinity patterns due to the divergent transport pathways between solutes and particles arising from transient hydrologic forcing."
CompositeResource,Colombia_FEWS_Data,ceab9b8fccae452fac62d8d3ecbf8e78,"This is the historical data for the state of the rivers in Colombia from the National Basic Network operated by IDEAM and the regional networks operated by CVC and CAR. The information is from the automatic stations and the telephone reports for the rivers in which there is observation infrastructure available in the platform FEWS-Colombia. The information here corresponds to data that has not been validated and that cannot be used as official data. The discharge data is estimated through a Water Level - Discharge rating curve, and it can present significant differences with the measured value because of changes in the cross sections, not updated Water Level - Discharge  relationships or error in the measurement of the Water Level."
CompositeResource,ODM2 Example - CZIMEA Workshop,8c276a74fcd044949d30e237cee7fc4c,This is a notebook designed to be executed in the CUAHSI JupyterHub web app to demonstrate how to work with odm2.sqlite data.
CompositeResource,"High frequency dataset of the upper Rappbode Catchment in the Harz Mountains, Germany",e0e6fbc0571149b79b1e75fa44d5c4ab,"Measurements were conducted in a headwater catchment of the Rappbode stream located in the Harz Mountains, Central Germany."
CompositeResource,Discharge simulation for the Dolores River watershed in 2012 water year,e149ec6beaf14c77a7765c8e795eaede,"This resource stores the Sciunit object to help repeat the model input preparation and model execution for basin discharge simulation in Dolores River watershed using the Sacramento Soil Moisture Accounting (SAC-SMA) runoff model. The rain plus melt input for SAC-SMA model was created from the Utah Energy Balance snowmelt model output (https://www.hydroshare.org/resource/8f9320123baa4ef1b4a304f0ce20ab08/)

This Sciunit object is a container that enables reproduction of the modeling process without software installation. The JupyterHub web app in HydroShare can help execute the Sciunit object.

In this resource, there are 2 Sciunit objects:
earthcube_use_case.zip: a Sciunit object which supports SAC-SMA model simulation for a water year
use_case.zip: a demo Sciunit object which supports SAC-SMA model simulation for 1 month"
CompositeResource,Data analysis of discharge for the Dolores River Watershed in 2012 water year,d061909e5b0a4dbaa16ca55801a0fc9c,"This resource includes the simulation and observation discharge data and corresponding data analysis code for Dolores River watershed. The observation data is from USGS gage station. The basin discharge simulation was created by coupling Utah Energy Balance snowmelt model and Sacramento Soil Moisture Accounting (SAC-SMA) runoff model. 
This resource is aimed to demonstrate how to use the Jupyter Notebook to repeat the data analysis process. To test please use the link to access the app (https://jupyter.cuahsi.org/hub/login)"
CompositeResource,hewett,afab1da9f3104fd798c50378f189f853,A paper I will publish.
CompositeResource,Data of L. Schoemaker; The source of the southern tributary of the Ruebisbaach,f83fc11d18dc4bd8951513eaa23c0b25,The main objective of the research 'The source of the southern tributary of the Ruebisbaach' is to figure out and understand what sources makes the southern tributary still flowing in a dry period and why it does so compared with the northern tributary. The geographical focus of the research report is the southern catchment of the Ruebisbaach. In the results of the research the southern catchment will be compared with the northern catchment. The results includes measured data during the research proces. These data is originated from various discharge and infiltration methods. All the collected discharge and infiltration data were processed in excel formats and analyzed in a systematic way. To find the right data the excel name is described as ‘Method_Topic_Catchment_Year’. For example if you want to find all Levelstick data it is descripted as ‘Levestick_Discharge_Ruebisbaach_2019’.
CompositeResource,Dynamic Critical Zone architecture driven by subsurface flow,4bde564f41c146c68ce2d87a73f71526,"This data repository is a companion to a a manuscript submitted to JGR: Earth Surface. 
Harrison , E. J. et al. 2019. Dynamic Critical Zone architecture driven by subsurface flow in the Luquillo Mountains, Puerto Rico

It contains one jupyter notebook and three data files.

1. The juypter notebook contains the companion code to generate the model and figures 5&7 in presented in the manuscript. Works with data file DA-QCalc
2.  DA-QCalc contains drainage area measurements, cosmogenic 10Be derived erosion rates, and field measurements of baseflow discharge.
3.  Cronus_in contains the inputs used to calculate longterm erosion rates using CRONUS https://hess.ess.washington.edu/
4.  GIS_ChannelParams contains GIS measurements of channel geometries made using a 1-m LiDAR DEM, companion to Figure 3 in the manuscript"
CompositeResource,Differential changes to DOC source-transport,55ea84cc5330424295c01f5cf208c517,"The data provided here complement publicly available long-term data available on discharge and water chemistry from the Krycklan Catchment Study (accessible at https://franklin.vfp.slu.se/). The supplied code (R environment) was used to perform analyses and generate figures for the manuscript entitled ""Changing source-transport dynamics drive differential browning trends in a boreal stream network"" by Megan L. Fork, Ryan A. Sponseller, and Hjalmar Laudon."
CompositeResource,Combined effect of tides and varying inland groundwater input on flow and salinity distribution in unconfined coastal aquifers,b06b0db7c05842559fab94abd8c6a5da,"This data set contains experimental data and numerical simulation results related to the paper - Kuan, W.K., Xin, P., Jin, G., Robinson, C., Gibbes, B. & Li, L. (2019). Combined effect of tides and varying inland groundwater input on flow and salinity distribution in unconfined coastal aquifers. Water Resour. Res., In press."
CompositeResource,Hurricane Harvey NWIS Data,2f469f714ea541dc86b6578066e7815f,"This resource includes a reference file containing NWIS WaterOneFlow endpoints for Hurricane Harvey, as well as a time series database containing observed discharge and gage height values during the event."
CompositeResource,Colombia_Hydrological_Data,d222676fbd984a81911761ca1ba936bf,This is the historical discharge data for the rivers in Colombia from the National Basic Network operated by IDEAM and the regional networks operated by CVC. The information is from the historic database. The discharge data is estimated through a Water Level - Discharge rating curve.
CompositeResource,Coping with flood by using the Geographic Information Systems (GIS) as state-of-the-art tools: A Report,aa567b589f3d47998c83dc1698162a6f,"A report to provide complete knowledge of flood modeling with essential hands-on training. The Water & Environment Division under the Department of Civil Engineering, National Institute of Technology Warangal had organized a one week Global Initiative of Academic Networks (GIAN) Course under the supervision of Minister of Human Resource Development (MHRD), Government of India on “Geographic Information Systems (GIS) Methods for Flood Risk Management” from 25th July to 1st August, 2018."
CompositeResource,"CRBCZO -- Stage, Streamflow / Discharge -- White Clay Creek -- (1968-2014)",c29f39c122c3411c97a3bfb933f156a2,"Continuous streamflow data collected by the Stroud Water Research Center within the 3rd-order research watershed, White Clay Creek above McCue Road."
CompositeResource,CJCZO -- Streamflow / Discharge -- Oracle Ridge -- (2011-2018),9d7dd6ca40984607ad74a00ab0b5121b,"Stream flow at Oracle Ridge is derived from pressure measurements from an In Situ Level Troll 500 vented pressure transducer and discharge measurements. Discharge measurements were made over a range of flows to create the rating curve using the salt dilution method.



"
CompositeResource,CJCZO -- Streamflow / Discharge -- Jemez River Basin -- (2007-2018),c0e5094d1de54547a304d4dec3a7b3ff,"30 minute and daily streamflow data measured and computed for flumes located around the Redondo Peak (Valles Caldera National Preserve). Streamflow are derived using pressure measurements in the bottom of stilling wells to infer water levels and hence discharge in the flumes. Three types of flumes are installed: Tracom inc. 6' and 12' Parshall Flumes, and 12' 45-degree Trapezoidal Flume.



"
CompositeResource,"CRBCZO -- Stream Water Chemistry, Streamflow / Discharge, Climate, Stage, Stream Water Temperatures -- USGS -- Chester County, PA -- (2007-2015)",9db9d7aa0a194667b0e9ca5e996d5c96,"The U.S. Geological Survey maintains 15 stations to measure the flow of Chester County streams. Streams are a critical component of our environment and economic infrastructure. They are critical to water availability for domestic, agricultural, and industrial use. They are the source of floods, which are among the Nation's most severe natural disasters, both in loss of life and in economic damage. They provide the habitat, spawning grounds, and avenues of movement for fish. Streams are a source of great recreational activity in terms of boating, fishing, and simple enjoyment of visiting and viewing the stream and its environs. Finally, streams are indicators of the condition of the landscape. They integrate effects from their entire watershed. 



Surface-water information collected at these streamflow-measurement stations is used for surveillance, planning, design, flood warning, operation and management of dams, in water-related fields such as water supply, flood control, irrigation, bridge and culvert design, wildlife management, pollution abatement, flood-plain management, and water-resources development.
Date Range Comments: 15 minute intervals"
